doc_id,question,reference,generated,rougeL,bertscore_f1,f1_facts,has_ref_facts,has_gen_facts,faithful
491b39573d10c423f27377266a1c3fca,Какие обязательства берёт на себя российский научный коллектив при получении гранта?,"Российский научный коллектив обязуется: 1) сделать результаты своих совместных с зарубежным научным коллективом научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), не менее десяти публикаций с участием членов российского научного коллектива; 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и DFG, с указанием Организации и, при необходимости, зарубежной организации, через которые осуществлялось финансирование проекта; 4) согласиться с опубликованием Фондом и DFG аннотаций поддержанного проекта и соответствующих отчётов о выполнении проекта, в том числе в информационно-телекоммуникационной сети «Интернет».","<think>

</think>

Российский научный коллектив обязуется: 1) сделать результаты своих совместных с зарубежным научным коллективом научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), не менее десяти публикаций с участием членов российского научного коллектива; 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и DFG; 4) согласиться с опубликованием Фондом и DFG аннотаций поддержанного проекта и соответствующ",0.923076923076923,0.9273814558982848,1.0,True,True,1
491b39573d10c423f27377266a1c3fca,Как оформляется и подаётся заявка на конкурс?,"Заявка на конкурс Фонда представляется руководителем российского научного коллектива по формам в соответствии с приложением 1 к конкурсной документации в двух видах — электронном (через Информационно-аналитическую систему Фонда (ИАС)) и печатном (распечатанном из ИАС), содержание которых должно быть идентичным. Заявка представляется в Фонд на русском языке, отдельные поля форм заявки заполняются на английском языке (только там, где это специально указано). После получения в ИАС регистрационного номера заявки руководитель российского научного коллектива должен распечатать и представить один печатный экземпляр заявки и дополнительные материалы (в случае представления заявки на конкурс в виде электронного документа — подписать простой электронной подписью у уполномоченного сотрудника организации и направить на обработку в Фонд) не позднее 17:00 (по московскому времени) 9 декабря 2019 года.","<think>

</think>

Заявка на конкурс Фонда представляется руководителем российского научного коллектива по формам в соответствии с приложением 1 к конкурсной документации в двух видах — электронном (через Информационно-аналитическую систему Фонда (ИАС)) и печатном (распечатанном из ИАС), содержание которых должно быть идентичным. После получения в ИАС регистрационного номера заявки руководитель российского научного коллектива должен распечатать и представить один печатный экземпляр заявки и дополнительные материалы не позднее 17:00 (по московскому времени) 9 декабря 2019 года в Фонд.",0.8333333333333333,0.8963647484779358,1.0,True,True,1
491b39573d10c423f27377266a1c3fca,Какие последствия могут наступить при выявлении нецелевого использования гранта?,"Выявление факта нецелевого использования гранта является основанием для расторжения соглашения и/или возврата (частичного возврата) гранта в порядке, определённом соглашением. Ответственность за нецелевое использование гранта Фонда несёт Организация.","<think>

</think>

Выявление факта нецелевого использования гранта является основанием для расторжения соглашения и/или возврата (частичного возврата) гранта в порядке, определённом соглашением. Ответственность за нецелевое использование гранта Фонда несёт Организация.",0.0,0.9605101943016052,1.0,False,False,1
4jlo83tclgzspq99x5ut2bdir80yp97j,До какого числа необходимо зарегистрировать заявку в ИАС?,Заявка должна быть зарегистрирована в ИАС уполномоченным работником организации не позднее 17 часов 00 минут (по московскому времени) 11 марта 2026 года.,"<think>

</think>

Заявка должна быть зарегистрирована в ИАС уполномоченным работником организации не позднее 17 часов 00 минут (по московскому времени) 11 марта 2026 года.",0.8,0.9436919689178468,1.0,True,True,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Какой максимальный размер гранта может получить руководитель проекта?,"Размер гранта Фонда составляет до 1 500 000 рублей ежегодно. Если реализация проекта сопряжена со сменой места работы руководителя проекта и его переездом в организацию, находящуюся в ином субъекте Российской Федерации, не граничащим с субъектом Российской Федерации, в котором расположено место работы (основной или по совместительству) и (или) жительства руководителя проекта на момент объявления конкурса, размер гранта составляет до 2 000 000 рублей ежегодно.","<think>

</think>

Размер гранта Фонда составляет до 1 500 000 (Одного миллиона пятисот тысяч) рублей ежегодно. Если реализация проекта сопряжена со сменой места работы руководителя проекта и его переездом в организацию, находящуюся в ином субъекте Российской Федерации, не граничащим с субъектом Российской Федерации, в котором расположено место работы (основной или по совместительству) и (или) жительства руководителя проекта на момент объявления конкурса, размер гранта составляет до 2 000 000 (Двух миллионов) рублей ежегодно.",0.8571428571428571,0.8819500207901001,1.0,True,True,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Какие требования предъявляются к возрасту и учёной степени руководителя проекта?,"В конкурсе могут принимать участие проекты исследователей в возрасте до 33 лет включительно на момент истечения срока подачи конкурсной заявки, имеющих учёную степень кандидата наук (или её зарубежный аналог, признаваемый в установленном порядке в Российской Федерации).","<think>

</think>

Руководитель проекта должен быть в возрасте до 33 лет включительно на момент истечения срока подачи конкурсной заявки, иметь учёную степень кандидата наук, и его гражданство не влияет на участие в конкурсе.",0.5,0.7825389504432678,1.0,True,True,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Какие отрасли знаний включены в перечень для подачи заявок на грант?,"Гранты выделяются на осуществление научных, научно-технических программ и проектов по следующим отраслям знаний: 01 Математика, информатика и науки о системах; 02 Физика и науки о космосе; 03 Химия и науки о материалах; 04 Биология и науки о жизни; 05 Фундаментальные исследования для медицины; 06 Сельскохозяйственные науки; 08 Науки о Земле; 08 Гуманитарные и социальные науки; 09 Инженерные науки.","<think>

</think>

01 Математика, информатика и науки о системах; 02 Физика и науки о космосе; 03 Химия и науки о материалах; 04 Биология и науки о жизни; 05 Фундаментальные исследования для медицины; 06 Сельскохозяйственные науки; 08 Науки о Земле; 08 Гуманитарные и социальные науки; 09 Инженерные науки.",0.9,0.91503244638443,1.0,True,True,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Какие обязательства берёт на себя руководитель проекта при получении гранта?,"Руководитель проекта обязуется: 1) сделать результаты своих научных исследований общедоступными, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта не менее двух публикаций, содержащих результаты исследований по проекту; 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда; 4) согласиться с опубликованием Фондом аннотаций проекта и соответствующих отчётов о выполнении проекта; 5) согласиться на осуществление Министерством науки и высшего образования Российской Федерации и органами государственного финансового контроля обязательных проверок соблюдения получателем гранта условий, целей и порядка его предоставления.","<think>

</think>

Руководитель проекта обязуется: 1) сделать результаты своих научных исследований общедоступными, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта со ссылкой на финансирование за счёт средств гранта Фонда и квалифицированного заказчика и (или) технологического партнёра (при необходимости) в ведущих рецензируемых российских и зарубежных научных изданиях не менее двух содержащих результаты исследований по проекту различных публикаций; 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и квалифицированного заказчика и (или) технологического партнёра (при необходимости); 4) согласиться с опубликованием Фондом аннотаций",0.7272727272727272,0.8210850358009338,0.888888888888889,True,True,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Каковы условия для софинансирования проекта?,"Для выполнения научных исследований, сопутствующих реализации проекта или обеспечивающих внедрение его результатов, для закупки материалов, оборудования, необходимых для выполнения исследования, квалифицированным заказчиком и (или) технологическим партнёром (при их участии в проекте) может предоставляться софинансирование в денежной форме. При этом одновременная оплата одних и тех же работ (исследований) за счёт гранта Фонда и софинансирования квалифицированного заказчика и (или) технологического партнёра не допускается. В качестве софинансирования могут использоваться средства квалифицированного заказчика и (или) технологического партнёра в денежной форме, разрешённые законодательством Российской Федерации.","<think>

</think>

Софинансирование может предоставляться квалифицированным заказчиком и (или) технологическим партнёром в денежной форме для выполнения научных исследований, сопутствующих реализации проекта или обеспечивающих внедрение его результатов, а также для закупки материалов и оборудования. При этом одновременная оплата одних и тех же работ (исследований) за счёт гранта Фонда и софинансирования квалифицированного заказчика и (или) технологического партнёра не допускается.",0.0,0.8784307241439819,1.0,False,False,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Какие требования предъявляются к публикациям руководителя проекта?,"Руководитель проекта должен иметь не менее трёх различных публикаций в ведущих рецензируемых российских и зарубежных научных изданиях, опубликованных в период с 1 января 2021 года до даты подачи заявки. К указанным публикациям не относятся публикации типа «тезисы». Издания должны быть индексируемы в библиографических зарубежных базах данных публикаций и/или Russian Science Citation Index (RSCI).","<think>

</think>

Руководитель проекта должен иметь не менее трёх различных публикаций в ведущих рецензируемых российских и зарубежных научных изданиях, опубликованных в период с 1 января 2021 года до даты подачи заявки. К указанным публикациям не относятся публикации типа «тезисы».",0.3636363636363636,0.8769780397415161,1.0,True,True,1
4jlo83tclgzspq99x5ut2bdir80yp97j,Какие этапы включает в себя процесс подачи и рассмотрения заявки на грант?,"Процесс включает следующие этапы: 1) подача заявки через организацию, с которой Фонд подписал соглашение об ЭП, и при наличии действительной доверенности; 2) регистрация заявки в ИАС; 3) прохождение экспертизы допущенных к конкурсу заявок; 4) утверждение результатов конкурса правлением Фонда; 5) публикация перечня поддержанных проектов на сайте Фонда; 6) направление текстов соглашений руководителям проектов, поддержанных Фондом, для оформления и подписания; 7) подписание соглашения и предоставление его в Фонд.","<think>

</think>

Процесс включает следующие этапы: подготовка и подписание заявки через ИАС простой электронной подписью руководителя проекта и уполномоченного работника организации, регистрация заявки в ИАС, направление заявки в Фонд, прохождение экспертизы представленных на конкурс проектов, утверждение результатов конкурса правлением Фонда, публикация перечня поддержанных проектов на сайте Фонда, направление руководителям поддержанных проектов соглашений о предоставлении гранта.",0.0,0.8160122632980347,0.0,True,False,0
7zol01t00ptf20uqd97qpyiexumo31vh,Какие отрасли знаний включены в перечень для подачи заявок на гранты РНФ?,"В перечень включены следующие отрасли знаний: 01 Математика, информатика и науки о системах; 02 Физика и науки о космосе; 03 Химия и науки о материалах; 04 Биология и науки о жизни; 05 Фундаментальные исследования для медицины; 06 Сельскохозяйственные науки; 07 Науки о Земле; 08 Гуманитарные и социальные науки; 09 Инженерные науки.","<think>

</think>

01 Математика, информатика и науки о системах; 02 Физика и науки о космосе; 03 Химия и науки о материалах; 04 Биология и науки о жизни; 05 Фундаментальные исследования для медицины; 06 Сельскохозяйственные науки; 07 Науки о Земле; 08 Гуманитарные и социальные науки; 09 Инженерные науки.",0.9,0.940432071685791,1.0,True,True,1
7zol01t00ptf20uqd97qpyiexumo31vh,"Каков размер гранта РНФ, который может быть предоставлен на реализацию проекта?",Размер гранта Фонда составляет до 1 500 000 (Одного миллиона пятисот тысяч) рублей ежегодно.,"<think>

</think>

Размер гранта Фонда составляет до 1 500 000 (Одного миллиона пятисот тысяч) рублей ежегодно.",0.7499999999999999,0.9159833788871764,1.0,True,True,1
7zol01t00ptf20uqd97qpyiexumo31vh,Каковы требования к руководителю проекта в части публикаций для участия в конкурсе?,"Руководитель проекта должен иметь не менее пяти различных публикаций в ведущих рецензируемых российских и зарубежных научных изданиях, опубликованных в период с 1 января 2020 года до даты подачи заявки. К указанным публикациям не относятся публикации типа «тезисы».","<think>

</think>

Руководитель проекта должен иметь не менее пяти различных публикаций в ведущих рецензируемых российских и зарубежных научных изданиях, опубликованных в период с 1 января 2020 года до даты подачи заявки. К указанным публикациям не относятся публикации типа «тезисы».",0.6666666666666666,0.9657498002052308,1.0,True,True,1
7zol01t00ptf20uqd97qpyiexumo31vh,"Может ли руководитель проекта одновременно руководить другими проектами, поддерживаемыми РНФ?","Руководителем проекта не может являться учёный, выполняющий функции руководителя поддерживаемого Фондом проекта (помимо одного, отобранного Фондом при проведении скоординированных с иностранными партнёрами конкурсов или проектов, предоставленных организации), срок реализации которого не окончен по состоянию на 1 января 2026 года. Также не может быть руководителем проекта учёный, который осуществлял в 2024 и/или в 2025 годах функции руководителя проекта по приоритетному направлению деятельности Российского научного фонда «Проведение фундаментальных научных исследований и поисковых научных исследований малыми отдельными научными группами».","<think>

</think>

Руководителем проекта не может являться учёный, выполняющий функции руководителя поддерживаемого Фондом проекта (помимо одного, отобранного Фондом при проведении скоординированных с иностранными партнёрами конкурсов или проектов, предоставленных организации), срок реализации которого не окончен по состоянию на 1 января 2026 года. Руководитель любого проекта Фонда может одновременно дополнительно руководить одним проектом, отобранным Фондом при проведении скоординированных с иностранными партнёрами конкурсов или проектами, предоставленными организацией, и участвовать в одном проекте Фонда в качестве исполнителя.",0.5,0.8315220475196838,0.6666666666666666,True,True,0
7zol01t00ptf20uqd97qpyiexumo31vh,Какие требования предъявляются к составу научного коллектива в части возраста участников?,"Доля членов научного коллектива, непосредственно занятых выполнением научных исследований, в возрасте до 39 лет включительно в общей численности членов научного коллектива должна составлять не менее 50 (Пятидесяти) процентов в течение всего периода практической реализации проекта.","<think>

</think>

Доля членов научного коллектива, непосредственно занятых выполнением научных исследований, в возрасте до 39 лет включительно, в общей численности членов научного коллектива должна составлять не менее 50 процентов в течение всего периода практической реализации проекта.",0.6666666666666666,0.9223005175590516,1.0,True,True,1
7zol01t00ptf20uqd97qpyiexumo31vh,Какие обязательства берёт на себя научный коллектив при получении гранта РНФ?,"Научный коллектив обязуется: 1) сделать результаты своих научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта не менее трёх публикаций, содержащих результаты исследований по проекту; 3) представить результаты исследований по проекту в виде доклада на очной научной конференции; 4) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и квалифицированного заказчика (при необходимости); 5) согласиться с опубликованием Фондом аннотаций проекта и отчётов о выполнении проекта, в том числе в информационно-телекоммуникационной сети «Интернет»; 6) согласиться на осуществление Министерством науки и высшего образования Российской Федерации и органами государственного финансового контроля обязательных проверок соблюдения получателем гранта условий, целей и порядка его предоставления.","<think>

</think>

Научный коллектив обязуется: сделать результаты своих научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; опубликовать в ходе практической реализации проекта не менее трёх публикаций, содержащих результаты исследований по проекту; при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и квалифицированного заказчика (при необходимости); согласиться с опубликованием Фондом аннотаций проекта и соответствующих отчётов о выполнении проекта, в том числе в информационно-телекоммуникационной сети «Интернет»; согласиться с использованием Фондом в некоммерческих целях представляемых в Фонд материалов, в том числе содержащих результаты выполнения проекта, а также с предоставлением по запрос",0.0,0.8846868276596069,0.0,True,False,1
7zol01t00ptf20uqd97qpyiexumo31vh,Каковы сроки подачи заявки на конкурс грантов РНФ и когда будут опубликованы результаты конкурса?,Заявка должна быть зарегистрирована в ИАС уполномоченным работником организации не позднее 17 часов 00 минут (по московскому времени) 16 июня 2025 года. Результаты конкурса утверждаются правлением Фонда в срок по 28 ноября 2025 года включительно. Перечень поддержанных по итогам конкурса проектов публикуется на сайте Фонда не позднее 10 дней с даты подведения итогов (утверждения результатов) конкурса.,"<think>

</think>

Заявка должна быть зарегистрирована в ИАС не позднее 17:00 (по московскому времени) 16 июня 2025 года. Результаты конкурса утверждаются правлением Фонда в срок по 28 ноября 2025 года включительно, а перечень поддержанных проектов публикуется на сайте Фонда не позднее 10 дней с даты подведения итогов конкурса.",0.8750000000000001,0.9109445214271544,1.0,True,True,1
7zol01t00ptf20uqd97qpyiexumo31vh,Какие организации могут выступать в качестве квалифицированного заказчика проекта?,"В качестве квалифицированного заказчика могут выступать российские организации, действующие в реальном секторе экономики, а также «интеграторы», в том числе с целью организации взаимодействия с иностранными партнёрами и выхода на мировые рынки. При этом в уставном (складочном) капитале таких организаций доля прямого или косвенного (через третьих лиц) участия офшорных компаний в совокупности не должна превышать 25 процентов, а прибыль в предыдущий трёхлетний период должна составлять не менее предполагаемого максимального размера софинансирования в период реализации проекта.","<think>

</think>

В качестве квалифицированного заказчика могут выступать российские организации, действующие в реальном секторе экономики, а также «интеграторы», в том числе с целью организации взаимодействия с иностранными партнёрами и выхода на мировые рынки. При этом в уставном (складочном) капитале таких организаций доля прямого или косвенного (через третьих лиц) участия офшорных компаний в совокупности не должна превышать 25 процентов, а прибыль в предыдущий трёхлетний период должна составлять не менее предполагаемого максимального размера софинансирования в период реализации проекта.",0.5,0.9780747890472412,1.0,True,True,1
4281ee08c76535e86b696f1d1575d8da,"В какие годы планируется реализация проектов, финансируемых в рамках конкурса?",В 2022–2024 годах.,"<think>

</think>

В 2022–2024 годах.",0.6666666666666666,0.8045873641967773,1.0,True,True,1
4281ee08c76535e86b696f1d1575d8da,"Каков размер гранта Российского научного фонда, который может быть предоставлен на реализацию проекта?",От 4 до 7 миллионов рублей ежегодно.,"<think>

</think>

Размер одного гранта Фонда составляет от 4 (четырёх) до 7 (семи) миллионов рублей ежегодно.",0.6666666666666666,0.745140552520752,1.0,True,True,1
4281ee08c76535e86b696f1d1575d8da,Какие отрасли знаний охватываются конкурсом на получение грантов?,"Математика, информатика и науки о системах; физика и науки о космосе; химия и науки о материалах; биология и науки о жизни; фундаментальные исследования для медицины; сельскохозяйственные науки; науки о Земле; гуманитарные и социальные науки; инженерные науки.","<think>

</think>

Высокотехнологичные транспорт и коммуникации (Smart transport and telecommunications); Высокотехнологичное здравоохранение и медицина (Leading edge healthcare and medicine); Чистая энергетика (Clean energy); Искусственный интеллект (AI); Решения социальных вызовов на основе социогуманитарных исследований (Societal challenges addressed by social sciences).",0.0,0.6339252591133118,1.0,False,False,1
4281ee08c76535e86b696f1d1575d8da,Каковы требования к руководителю российского научного коллектива в отношении публикаций?,"Руководитель российского научного коллектива должен иметь не менее десяти различных публикаций в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), опубликованных в период с 1 января 2016 года до даты подачи заявки.","<think>

</think>

Руководитель российского научного коллектива должен иметь не менее десяти различных публикаций в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), опубликованных в период с 1 января 2016 года до даты подачи заявки.",0.888888888888889,0.9694128036499025,1.0,True,True,1
4281ee08c76535e86b696f1d1575d8da,Какие условия должны быть соблюдены для предоставления гранта Фонда российскому научному коллективу?,Необходимым условием предоставления гранта Фонда является получение зарубежным научным коллективом гранта MOST на осуществление проекта. Финансирование проекта за счёт средств гранта Фонда прекращается в случае прекращения финансирования проекта за счёт средств гранта MOST.,"<think>

</think>

Необходимым условием предоставления гранта Фонда является получение зарубежным научным коллективом гранта MOST на осуществление проекта. Финансирование проекта за счёт средств гранта Фонда прекращается в случае прекращения финансирования проекта за счёт средств гранта MOST.",0.6666666666666666,0.9350963234901428,1.0,False,False,1
4281ee08c76535e86b696f1d1575d8da,"Каков максимальный процент от суммы гранта, который может быть направлен на оплату научно-исследовательских работ сторонних организаций?","Оплата научно-исследовательских работ сторонних организаций, направленных на выполнение научного проекта, не может превышать 15 процентов от суммы гранта.","<think>

</think>

Оплата научно-исследовательских работ сторонних организаций, направленных на выполнение научного проекта, не может превышать 15 процентов от суммы гранта.",0.5,0.9364207983016968,1.0,True,True,1
4281ee08c76535e86b696f1d1575d8da,Какие обязательства берёт на себя российский научный коллектив в случае получения гранта?,"Российский научный коллектив обязуется: сделать результаты своих совместных с зарубежным научным коллективом научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; опубликовать в ходе практической реализации проекта в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus) — не менее десяти содержащих результаты исследований по проекту публикаций с участием членов российского научного коллектива; при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и MOST; согласиться с опубликованием Фондом и MOST аннотаций проекта и соответствующих отчётов о выполнении проекта, в том числе в информационно-телекоммуникационной сети «Интернет»; согласиться с возможным проведением международной экспертизы представленной на конкурс заявки; согласиться с использованием Фондом в некоммерческих целях отчётных материалов, содержащих результаты выполнения проекта.","<think>

</think>

Российский научный коллектив обязуется: 1) сделать результаты своих совместных с зарубежным научным коллективом научных исследований общественным достоянием, опубликовав их в рецензируемых российских и зарубежных научных изданиях; 2) опубликовать в ходе практической реализации проекта в рецензируемых российских и зарубежных научных изданиях, индексируемых в базах данных «Сеть науки» (Web of Science Core Collection) или «Скопус» (Scopus), не менее десяти содержащих результаты исследований по проекту публикаций с участием членов российского научного коллектива; 3) при обнародовании результатов любой научной работы, выполненной в рамках поддержанного Фондом проекта, указать на получение финансовой поддержки от Фонда и MOST, с указанием Организации и, при необходимости, зарубежной организации, через которые",0.7000000000000001,0.882075846195221,0.0,False,True,1
